,tweet,sarcastic
2885,nomorelockdowns nomorelockdowns not great people who promote this stuff are pretty irresponsible the new variants now emerging appear to be adversely affecting younger people take a look at south america keep yourselves safe and remain cautious,0
2886,every time i hear the drop on pressure  all i can see is ‍‍,0
2887,i think i’ve watched the afterlife outtakes more than the actual series both are brilliant but the outtakes are nonstop cracking up and i hope there’s more of it in series 3,0
2888,today i learnt that ll cool j stands for ladies love cool j unreal shocked til,0
2889,when your mother in law comes in the room when your in the middle of a carole baskin shout out on stream  now i have to explain why i had a helmet  on  streamstories twitchstreamer,0
2890,this will haunt me forever  untildawn scared twitch,0
2891,just ordered my elgato hd60 s capture card beyond excited  nice little birthday present for myself for next week,0
2892,i love how javer only started to suspect jean valjean was the mayor bc of his big beefy muscles,0
2893,superposition of eulers,0
2894,ernest lawrence’s 60inch cyclotron in berkeley not clickbait,0
2895,day five and we just spent £10 on egg fried rice,0
2896,as a copy writer you’d think that writing speeches would be my forte i can confirm it is not,0
2897,only food can turn this day around,0
2898,only 65 days until baby girl is due  but on the other hand shit only 65 days until shes due,0
2899,1 home schooled 3 children more ‍ which leads to 2 drank more wine and created a whiskey wine cocktail  3 walked more some weeks i am getting over 30 miles without leaving my house  4 hid from the kids more hence the 30 miles whiskey wine from the home schooling ,0
2900,his last delivery was 25 miles from my house he could not stop apologising for something that was definitely not his fault 67 drivers hadnt turned into work because they were celebrating eid so i am assuming safwaan missed most of his eid celebrations with his family ,0
2901,no having anxiety isn’t a dramatic act or make you crazy it’s a real thing amp many people have to deal with it so please don’t judge,0
2902,i just met tyga wth ,0
2903,can’t wait to meet the love of my life amp be happy living life with them ,0
2904,the fomo not being in a pub with everyone is real ,0
2905,dunno what’s worse us losing or this covid that’s riddled all over me body,0
2906,breakdown very much pending not sure how much i can take of this ,0
2907,post university anxiety is creeping in now like 15 months left out of 5 years ,0
2908,somehow have to try and get a water sample from my dog and i just honestly don’t know how,0
2909,makes me feel proper uncomfortable when i see people eating full on meals in their beds,0
2910,perhaps you could explain then why anyone would want to take an experimental therapy with no long term data that doesnt prevent infection or transmission of a supposed novel virus with an ifr 01 very similar to regular flu,0
2911,lol penetration of cloth masks by particles was almost 97 this study is the first rct of cloth masks and the results caution against the use of cloth masks,0
2912,the nonnonconformists  i am just doing my job via,0
2913,don’t appreciate having my food delivered to the wrong address ,0
2914,when cat sits on my feet and makes them warm ,0
2915,i love how quiet it gets when it snows,0
2916,i know just pop the subtitles on sorted,0
2917,she has kids with him whata mistake to make,0
2918,i had a day off uni lounging and recovering from a hangover as my folks had gone on holiday turned on the news headache instantly gone crazy day,0
2919,michael beasley is 32,0
2920,yea this aint it imma call u newb,0
2921,hes fucking horrible,0
2922,my investments investing in me sit back and watch it come to you,0
2923,don’t be too hard on yourself forgive yaself for applying to much pressure and not leading with grace,0
2924,when i see the homies succeed creating more getting their ideas out it inspires me to go harder no jealousy no competition just motivation,0
2925,so we saved the liquid from when we cooked some rhubarb the other day and froze it into ice cubes just had a couple cubes in some lemonade and it is amazing and mum and i are geniuses,0
2926,i cannot describe how nice it is to finally have a phone that has a battery that will last longer that ten minutes without needing to charge again lmao,0
